date,Gold_INR_AM,Gold_INR_PM,Silver_INR_AM,Silver_INR_PM,Gold_London_AM_Fix_USD,Gold_London_PM_Fix_USD,Silver_London_Fix_USD,Gold_COMEX_close_USD,Silver_COMEX_close_USD,Gold_CFTC_Net,Silver_CFTC_Net,DXY_close,US_10Y,India_10Y,USDINR_ibja,EURUSD_ibja,MCX_Gold_open,MCX_Gold_high,MCX_Gold_low,MCX_Gold_close,MCX_Gold_volume,MCX_Gold_OI,MCX_Silver_open,MCX_Silver_high,MCX_Silver_low,MCX_Silver_close,MCX_Silver_volume,MCX_Silver_OI,USDINR_Futures_close,Gold_Silver_Ratio,Gold_Crude_Ratio,SPDR_Gold_tonnes,iShares_Silver_tonnes
2024-06-20,71740.0,71704.0,88100.0,88195.0,2328.6,2324.25,29.48,2346.9,29.88,177549.0,29600.0,105.25,4.2227,6.974,83.4625,1.0744,71740.0,71886.0,71610.0,71732.0,2601.0,14559.0,88960.0,89519.0,88710.0,89475.0,10634.0,19820.0,83.4625,78.54,28.77,825.31,13528.02
2024-06-21,72169.0,72162.0,90050.0,90038.0,2332.95,2351.6,30.23,2369.0,31.15,177549.0,29600.0,105.59,4.2594,6.978,83.635,1.0732,71880.0,72850.0,71806.0,72586.0,7628.0,15377.0,89989.0,91850.0,89989.0,91665.0,21414.0,17205.0,83.635,76.06,29.14,825.31,13528.02
2024-06-24,72726.0,72746.0,90666.0,90666.0,2364.0,2335.05,30.44,2331.2,29.94,177549.0,29600.0,105.8,4.2554,6.973,83.57,1.0688,72677.0,72867.0,71540.0,71584.0,9101.0,14498.0,91252.0,91680.0,89077.0,89139.0,20379.0,16509.0,83.57,77.86,28.88,833.65,13528.02
2024-06-25,71613.0,71615.0,88718.0,88671.0,2327.2,2328.75,29.56,2344.4,29.85,189533.0,32159.0,105.47,4.2321,6.974,83.4875,1.0732,71716.0,71860.0,71531.0,71791.0,3476.0,14358.0,89176.0,89455.0,88727.0,88999.0,7898.0,16058.0,83.4875,78.54,28.72,833.65,13462.68
2024-06-26,71549.0,71739.0,88486.0,88515.0,2332.4,2325.05,29.56,2330.8,29.19,189533.0,32159.0,105.61,4.2476,6.986,83.4325,1.0728,71712.0,71917.0,71366.0,71467.0,5519.0,14165.0,88837.0,89156.0,86710.0,86937.0,15407.0,14696.0,83.4325,79.84,28.84,829.05,13707.0
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,71083.0,71391.0,86761.0,87043.0,2310.55,2323.6,28.87,2336.6,29.26,189533.0,32159.0,105.91,4.2864,6.999,83.535,1.0716,70992.0,71695.0,70870.0,71572.0,5689.0,14210.0,86564.0,87690.0,86451.0,87048.0,9395.0,10189.0,83.535,79.87,28.59,829.05,13628.88
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,71983.0,72226.0,88857.0,89698.0,2342.55,2361.35,30.13,2369.4,30.84,184710.0,32990.0,105.4,4.3587,6.998,83.5825,1.075,71713.0,72573.0,71685.0,72403.0,7321.0,14254.0,90082.0,92400.0,89892.0,92021.0,22052.0,22974.0,83.5825,76.82,28.25,833.37,13586.27
2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,72678.0,72640.0,90714.0,90709.0,2365.35,2379.05,30.58,2397.7,31.69,184710.0,32990.0,104.88,4.2784,6.993,83.5525,1.0815,72412.0,73149.0,72205.0,73051.0,6454.0,13773.0,92211.0,94186.0,91499.0,93554.0,24909.0,24411.0,83.5525,75.66,28.83,834.8,13688.66
2024-07-09,72910.0,72746.0,91300.0,91733.0,2371.65,2376.65,30.99,2363.5,30.91,178541.0,32472.0,105.0,4.2783,6.99,83.5575,1.0839,73038.0,73068.0,72130.0,72333.0,5343.0,13042.0,93295.0,93888.0,92025.0,92614.0,17231.0,23410.0,83.5575,76.46,28.71,834.8,13643.21
2024-07-10,72454.0,72346.0,91892.0,91847.0,2362.4,2367.9,31.06,2367.9,31.06,178541.0,32472.0,105.0,4.2959,6.988,83.545,1.0819,72578.0,72634.0,72111.0,72398.0,4748.0,12577.0,92799.0,93691.0,92367.0,92969.0,14498.0,23351.0,83.545,76.25,29.09,834.8,13572.2
2024-07-11,72483.0,72616.0,91439.0,91793.0,2372.9,2384.35,30.94,2379.7,31.01,178541.0,32472.0,105.05,4.2841,6.975,83.55,1.0832,72530.0,72972.0,72500.0,72668.0,4797.0,12301.0,93073.0,93780.0,92680.0,92832.0,11867.0,23312.0,83.55,76.73,28.99,833.37,13572.2
2024-07-12,72751.0,72563.0,92205.0,92204.0,2383.55,2409.2,31.02,2421.9,31.67,178541.0,32472.0,104.44,4.2101,6.983,83.61,1.086,72815.0,73333.0,72730.0,73311.0,7493.0,12859.0,93400.0,94590.0,93150.0,94190.0,23441.0,24072.0,83.61,76.47,29.31,833.37,13549.48
2024-07-15,72815.0,72664.0,92156.0,91827.0,2404.15,2406.85,30.72,2420.7,31.16,191603.0,39803.0,104.09,4.1829,6.987,83.5475,1.09,73204.0,73292.0,72919.0,73269.0,4855.0,12236.0,94011.0,94011.0,92077.0,93109.0,20551.0,22985.0,83.5475,77.68,29.45,835.09,13549.48
2024-07-16,72713.0,72932.0,91465.0,91835.0,2408.5,2421.25,30.74,2428.9,30.94,191603.0,39803.0,104.19,4.2294,6.977,83.6275,1.0908,73105.0,73737.0,73035.0,73471.0,4559.0,12256.0,92903.0,93460.0,92325.0,92572.0,14318.0,22710.0,83.6275,78.51,29.65,835.09,13482.74
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-18,73131.0,73339.0,91802.0,92014.0,2470.35,2480.25,30.92,2459.9,30.38,191603.0,39803.0,103.75,4.1576,6.963,83.605,1.0908,74259.0,74731.0,74068.0,74137.0,4113.0,13007.0,93402.0,93575.0,91620.0,91942.0,20189.0,24093.0,83.605,80.98,29.69,842.02,13482.74
2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,73273.0,73240.0,89300.0,88983.0,2415.8,2403.5,29.11,2446.8,29.3,220359.0,38638.0,104.4,4.2389,6.963,83.6975,1.0885,73810.0,73866.0,72930.0,72990.0,8507.0,10735.0,91441.0,91441.0,89270.0,89646.0,21577.0,26279.0,83.6975,83.51,30.54,840.01,13556.58
2024-07-23,73006.0,73218.0,88328.0,88196.0,2401.4,2392.7,29.07,2442.1,29.32,220359.0,38638.0,104.31,4.2525,6.967,83.68,1.0891,73161.0,73185.0,72501.0,72718.0,7001.0,10672.0,89641.0,89744.0,88500.0,89203.0,13931.0,26451.0,83.68,83.29,31.15,840.01,13678.69
2024-07-24,72609.0,69602.0,87576.0,84919.0,2404.45,2403.1,29.06,2455.2,29.33,220359.0,38638.0,104.45,4.2506,6.969,83.725,1.0868,72838.0,72850.0,68456.0,68510.0,27806.0,11357.0,88995.0,89015.0,84275.0,84919.0,43343.0,26996.0,83.725,83.71,31.9,840.01,14172.82
2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-26,68177.0,68227.0,81801.0,81474.0,2371.25,2364.2,27.99,2399.9,27.98,220359.0,38638.0,104.36,4.2407,6.952,83.745,1.0858,68015.0,68105.0,67400.0,67462.0,10423.0,8423.0,84501.0,84501.0,80666.0,81331.0,30934.0,29188.0,83.745,85.79,30.66,841.74,14204.05
2024-07-29,68069.0,68131.0,81336.0,81271.0,2374.55,2386.1,27.76,2427.9,28.02,198444.0,25801.0,104.32,4.1939,6.942,83.7325,1.086,67990.0,68340.0,67666.0,68186.0,6219.0,4600.0,81662.0,81700.0,80914.0,81371.0,15359.0,28786.0,83.7325,86.65,31.47,845.19,14204.05
2024-07-30,68794.0,68800.0,82200.0,82192.0,2392.1,2391.1,28.14,2425.5,27.87,198444.0,25801.0,0.25,4.1744,6.918,83.81,1.0837,68426.0,68670.0,68040.0,68268.0,6044.0,2027.0,81711.0,82314.0,80271.0,81287.0,17324.0,29702.0,83.81,87.04,31.99,843.17,14340.35
2024-07-31,68713.0,68680.0,81616.0,81350.0,2389.15,2390.25,27.88,2451.9,28.53,198444.0,25801.0,104.55,4.1394,6.934,83.795,1.0844,68855.0,69300.0,68600.0,69178.0,6607.0,19849.0,81421.0,82800.0,81115.0,82659.0,14577.0,27838.0,83.795,85.96,32.81,843.17,14326.15
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,,78425.0,,93501.0,2747.35,2744.3,32.8,2749.2,32.68,237075.0,41169.0,104.28,4.3836,6.847,84.14,1.0884,79616.0,79681.0,78243.0,78430.0,6290.0,13478.0,97211.0,97344.0,94320.0,94631.0,23680.0,23588.0,84.14,84.12,39.56,891.79,14966.66
2024-11-05,78445.0,78518.0,94435.0,94482.0,2741.35,2742.6,32.84,2746.2,32.61,237075.0,41169.0,103.89,4.2847,6.831,84.18,1.0896,78541.0,78669.0,78238.0,78422.0,3581.0,13139.0,94791.0,95184.0,93751.0,94284.0,12415.0,24189.0,84.18,84.22,38.42,888.63,14949.64
2024-11-06,78446.0,78566.0,93764.0,94261.0,2738.75,2742.55,32.65,2749.7,32.78,237075.0,41169.0,103.42,4.2708,6.831,84.17,1.0894,78211.0,78687.0,78191.0,78507.0,4753.0,12354.0,94103.0,95332.0,93939.0,94648.0,10928.0,23260.0,84.17,83.9,38.2,888.63,14915.16
2024-11-07,78106.0,78136.0,91993.0,92901.0,2726.2,2660.2,31.8,2676.3,31.33,237075.0,41169.0,105.09,4.4315,6.829,84.3775,1.0741,78331.0,78593.0,76367.0,76655.0,16734.0,10896.0,94129.0,94129.0,90020.0,90820.0,45616.0,25039.0,84.3775,85.42,37.33,886.9,14800.31
2024-11-08,76556.0,76780.0,90153.0,90369.0,2667.05,2692.0,31.11,2705.8,31.86,237075.0,41169.0,104.51,4.3257,6.824,84.405,1.0772,76365.0,77459.0,76300.0,77411.0,6969.0,10605.0,90432.0,92525.0,90036.0,92313.0,20013.0,23378.0,84.405,84.94,37.39,883.46,14800.31
2024-11-11,77480.0,77382.0,91767.0,91130.0,2685.2,2691.15,31.55,2694.8,31.45,221747.0,33073.0,104.51,4.3043,6.811,84.4325,1.0786,77380.0,77628.0,77025.0,77272.0,5775.0,9927.0,92224.0,92476.0,91003.0,91269.0,16140.0,23220.0,84.4325,85.69,38.29,880.58,14862.69
2024-11-12,77027.0,76840.0,90833.0,90859.0,2685.2,2691.15,31.55,2694.8,31.45,221747.0,33073.0,104.51,4.3043,6.811,84.4325,1.0786,77380.0,77628.0,77025.0,77272.0,5775.0,9927.0,92224.0,92476.0,91003.0,91269.0,16140.0,23220.0,84.4325,85.69,38.29,880.58,14862.69
2024-11-13,75321.0,74900.0,88305.0,88252.0,2590.75,2606.85,30.41,2606.3,30.76,221747.0,33073.0,106.02,4.4275,6.829,84.4225,1.0636,75541.0,75579.0,74619.0,74901.0,9952.0,10351.0,89347.0,89653.0,88277.0,89327.0,18442.0,23112.0,84.4225,84.73,38.26,876.85,14818.74
2024-11-14,75166.0,75260.0,89645.0,89747.0,2609.75,2598.75,30.91,2586.5,30.66,221747.0,33073.0,106.48,4.4512,6.837,84.4325,1.0626,75088.0,75320.0,74340.0,74482.0,6306.0,10388.0,89999.0,90550.0,88880.0,89197.0,15400.0,22833.0,84.4325,84.35,37.8,870.53,14779.05
2024-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18,73944.0,73739.0,87558.0,87103.0,2566.7,2571.8,30.66,2570.1,30.43,197362.0,24061.0,106.69,4.4394,6.864,84.505,1.0521,74179.0,74284.0,73890.0,73946.0,2929.0,10758.0,89200.0,89666.0,88310.0,88421.0,9290.0,22653.0,84.505,84.45,38.35,867.37,14635.86
2024-11-19,74605.0,74808.0,88947.0,89289.0,2590.1,2606.85,30.74,2614.6,31.22,197362.0,24061.0,106.28,4.4138,6.856,84.44,1.0551,74420.0,75193.0,74349.0,75047.0,6681.0,9589.0,89200.0,90752.0,88942.0,90513.0,15611.0,20362.0,84.44,83.74,37.81,869.93,14675.56
2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-21,75540.0,75873.0,90843.0,90956.0,2624.3,2640.55,30.87,2675.6,31.43,197362.0,24061.0,106.68,4.41,6.846,84.45,1.0553,75537.0,76174.0,75416.0,76034.0,3852.0,8438.0,90112.0,90690.0,89267.0,90089.0,7523.0,19351.0,84.45,85.12,38.92,872.23,14854.18
2024-11-22,76559.0,76932.0,90620.0,90317.0,2669.7,2665.3,31.07,2699.3,31.38,197362.0,24061.0,106.97,4.4218,6.862,84.53,1.0528,76225.0,76765.0,76119.0,76693.0,7207.0,7109.0,90280.0,90927.0,89374.0,89925.0,13661.0,18671.0,84.53,86.02,38.51,875.39,14800.31
2024-11-25,77406.0,77787.0,90056.0,90850.0,2706.25,2694.95,31.26,2737.2,31.78,190324.0,25896.0,107.55,4.4002,6.871,84.43,1.0424,77120.0,77685.0,76951.0,77616.0,7105.0,6394.0,90368.0,91213.0,89660.0,90768.0,15620.0,16867.0,84.43,86.14,38.42,875.39,14800.31
2024-11-26,76698.0,77081.0,89088.0,89445.0,2670.4,2635.4,30.79,2642.6,30.66,190324.0,25896.0,106.82,4.2731,6.851,84.31,1.0493,77000.0,77000.0,75168.0,75311.0,10667.0,4814.0,90333.0,90333.0,87542.0,87699.0,21615.0,14721.0,84.31,86.19,38.33,877.97,14800.31
2024-11-27,75451.0,75690.0,88100.0,88463.0,2630.3,2622.1,30.54,2646.3,30.83,190324.0,25896.0,107.01,4.3062,6.855,84.3025,1.0513,75376.0,75700.0,74852.0,75211.0,6848.0,4080.0,88105.0,88885.0,87435.0,88250.0,12819.0,13379.0,84.3025,85.83,38.48,879.41,14766.29
2024-11-28,76143.0,76175.0,88898.0,88430.0,2648.0,2640.85,30.49,2664.8,30.56,190324.0,25896.0,106.08,4.2634,6.841,84.555,1.0536,75659.0,76102.0,75644.0,75760.0,5689.0,2659.0,88450.0,89169.0,87509.0,87680.0,11144.0,10255.0,84.555,87.21,38.78,879.41,14766.29
2024-11-29,75916.0,76287.0,87197.0,87904.0,2646.4,2641.85,30.07,2664.8,30.56,190324.0,25896.0,106.05,4.2634,6.833,84.595,1.0569,75501.0,76000.0,75443.0,75724.0,2792.0,1525.0,89500.0,90340.0,88918.0,90135.0,14307.0,25927.0,84.595,87.21,38.78,878.55,14754.95
2024-12-02,76738.0,76740.0,89250.0,89383.0,2664.3,2651.05,30.7,2681.0,31.11,190324.0,25896.0,105.74,4.1685,6.743,84.665,1.0581,77022.0,77248.0,76940.0,77128.0,5677.0,12637.0,90756.0,91886.0,90756.0,91209.0,15397.0,25114.0,84.665,86.18,39.43,878.55,14754.95
2024-12-03,75867.0,76308.0,88051.0,88611.0,2637.25,2642.15,30.46,2658.5,30.86,198191.0,23233.0,106.45,4.1897,6.709,84.8375,1.0547,76345.0,77034.0,76201.0,76638.0,6649.0,12375.0,90555.0,91385.0,89851.0,90809.0,13680.0,25871.0,84.8375,86.14,39.04,878.55,14709.59
2024-12-04,,,,,2645.35,2640.65,30.91,2667.9,31.49,198191.0,23233.0,106.37,4.2245,6.712,84.8025,1.0532,76716.0,77104.0,76660.0,76903.0,5782.0,12277.0,91049.0,92343.0,91049.0,92197.0,14169.0,24856.0,84.8025,84.72,38.15,878.55,14709.59
2024-12-05,76420.0,76392.0,90350.0,90025.0,2642.05,2648.65,30.84,2676.2,31.92,198191.0,23233.0,106.32,4.18,6.685,84.87,1.0516,76832.0,77229.0,76630.0,77092.0,6866.0,12372.0,92071.0,93633.0,91282.0,93293.0,21692.0,24694.0,84.87,83.85,39.05,873.66,14640.99
2024-12-06,76538.0,76453.0,91090.0,91210.0,2649.15,2640.15,31.345,2648.4,31.536,198191.0,23233.0,105.714,4.1761,6.68,84.8175,1.0535,76978.0,77199.0,76401.0,76476.0,6077.0,12567.0,92987.0,93362.0,92311.0,92424.0,11948.0,24589.0,84.8175,83.98,38.78,873.66,14640.99
2024-12-09,76152.0,76187.0,90997.0,90820.0,2636.5,2637.3,31.11,2659.6,31.59,201397.0,24893.0,106.06,4.1529,6.745,84.79,1.0585,76978.0,77199.0,76401.0,76476.0,6077.0,12567.0,92987.0,93362.0,92311.0,92424.0,11948.0,24589.0,84.8175,84.2,39.58,871.94,14775.63
2024-12-10,76280.0,76692.0,90997.0,90820.0,2655.85,2671.9,31.63,2685.8,32.61,201397.0,24893.0,106.06,4.2012,6.718,84.83,1.0588,76748.0,77800.0,76611.0,77486.0,7851.0,13175.0,92270.0,95911.0,91980.0,95197.0,26763.0,23959.0,84.83,82.36,39.28,871.94,14733.11
2024-12-11,77113.0,77175.0,92975.0,92810.0,2670.45,2689.6,31.9,2718.4,32.75,201397.0,24893.0,106.4,4.2263,6.707,84.9575,1.0541,77551.0,78367.0,77420.0,78338.0,7481.0,14384.0,95119.0,95724.0,94482.0,95525.0,13666.0,23596.0,84.9575,83.01,39.63,870.79,14675.0
2024-12-12,77869.0,77666.0,92838.0,92700.0,2697.45,2705.45,31.7,2756.7,32.97,201397.0,24893.0,106.71,4.2711,6.717,84.9575,1.0507,78400.0,79120.0,78210.0,79002.0,13280.0,15895.0,95605.0,96375.0,94751.0,95802.0,18536.0,22892.0,84.9575,83.62,39.22,870.79,14594.23
2024-12-13,78163.0,78147.0,93561.0,93300.0,2713.6,2684.35,31.88,2709.4,31.62,201397.0,24893.0,106.96,4.3278,6.74,84.9725,1.051,78810.0,79035.0,77691.0,77969.0,9156.0,14421.0,95999.0,96589.0,92351.0,92633.0,29022.0,23582.0,84.9725,85.69,38.69,873.38,14414.25
2024-12-16,77380.0,76922.0,90200.0,89976.0,2669.55,2659.05,30.74,2675.8,31.03,220189.0,30685.0,107.0,4.3967,6.728,84.8775,1.0496,78086.0,78118.0,77052.0,77136.0,7754.0,13060.0,92201.0,92338.0,90420.0,91001.0,20342.0,27647.0,84.8775,86.24,37.53,868.5,14397.24
2024-12-17,76640.0,76908.0,89250.0,89515.0,2660.95,2654.2,30.66,2670.0,31.06,220189.0,30685.0,106.86,4.3967,6.743,85.0075,1.05,77082.0,77399.0,76904.0,77061.0,4943.0,13194.0,91013.0,91571.0,90750.0,91183.0,7477.0,27822.0,85.0075,85.97,37.76,863.9,14247.03
2024-12-18,76584.0,76362.0,89001.0,88525.0,2641.6,2636.35,30.31,2662.0,30.92,220189.0,30685.0,106.96,4.3987,6.759,84.9975,1.0495,77090.0,77199.0,76486.0,76871.0,6578.0,12880.0,90945.0,91145.0,89988.0,90875.0,10493.0,28863.0,84.9975,86.09,37.99,864.19,14261.2
2024-12-19,76570.0,76658.0,88950.0,89060.0,2648.35,2635.65,30.36,2653.3,30.74,220189.0,30685.0,108.03,4.514,6.746,85.015,1.0505,76887.0,76997.0,76565.0,76653.0,3804.0,12857.0,90715.0,90937.0,90072.0,90380.0,6750.0,29897.0,85.015,86.31,37.59,864.19,14227.19
2024-12-20,75629.0,76013.0,86846.0,87035.0,2621.3,2592.45,29.49,2608.1,29.41,220189.0,30685.0,108.41,4.5621,6.786,85.185,1.042,76450.0,76450.0,75459.0,75651.0,7410.0,13073.0,89500.0,89500.0,86655.0,87187.0,23262.0,35457.0,85.185,88.68,37.59,863.9,14227.19
2024-12-23,75547.0,75377.0,85700.0,85133.0,2606.15,2616.45,28.8,2645.1,29.96,203937.0,22078.0,107.62,4.5222,6.789,85.0225,1.0366,75660.0,76680.0,75651.0,76420.0,5703.0,12823.0,86993.0,88598.0,86447.0,88392.0,13334.0,34503.0,85.0225,88.29,38.08,860.74,14232.86
2024-12-24,76164.0,75944.0,87400.0,87488.0,2620.55,2613.8,29.61,2628.2,30.19,203937.0,22078.0,108.04,4.5865,6.774,85.145,1.0405,76399.0,76580.0,76002.0,76100.0,4411.0,12775.0,88800.0,89456.0,88568.0,89079.0,10050.0,33285.0,85.145,87.06,37.96,877.4,14424.15
2024-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-26,75961.0,75874.0,87800.0,87511.0,,,,2635.5,30.28,203937.0,22078.0,108.26,4.5887,6.775,85.21,1.0406,76255.0,76349.0,76088.0,76243.0,3366.0,12566.0,89282.0,89573.0,88842.0,89360.0,6765.0,32884.0,85.21,87.03,37.6,873.95,14358.97
2024-12-27,76285.0,76336.0,87900.0,88040.0,,,,2653.9,30.39,203937.0,22078.0,108.13,4.5827,6.782,85.28,1.0402,76521.0,76946.0,76521.0,76827.0,5014.0,12618.0,89610.0,90000.0,89124.0,89636.0,8632.0,32137.0,85.28,87.33,38.12,873.95,14358.97
2024-12-30,76635.0,76436.0,88434.0,87831.0,2625.55,2615.95,29.65,2631.9,29.97,203937.0,22078.0,108.0,4.6253,6.785,85.8075,1.0435,76928.0,77172.0,76412.0,76544.0,5915.0,12779.0,89815.0,90249.0,88665.0,88887.0,10557.0,31931.0,85.8075,87.82,37.28,872.8,14358.97
2024-12-31,76296.0,76194.0,87430.0,87175.0,2610.3,2609.1,29.46,2618.1,29.41,184260.0,20590.0,108.13,4.5327,6.773,85.775,1.0457,76714.0,76775.0,76018.0,76260.0,6175.0,12686.0,88967.0,89199.0,87067.0,87531.0,12369.0,33054.0,85.775,89.01,36.88,872.52,14323.55
2025-01-01,76045.0,76162.0,85680.0,86017.0,2610.85,,28.91,2641.0,29.24,184260.0,20590.0,108.49,4.569,6.76,85.88,1.0428,76353.0,76830.0,76216.0,76748.0,5136.0,12294.0,87390.0,87750.0,87060.0,87233.0,7320.0,34010.0,85.88,90.32,36.82,872.52,14323.55
2025-01-02,76534.0,76583.0,85900.0,86055.0,,,,2641.0,29.24,184260.0,20590.0,108.49,4.569,6.76,85.8475,1.038,76772.0,76930.0,76660.0,76893.0,912.0,12309.0,87300.0,87672.0,87160.0,87578.0,1320.0,34239.0,85.8475,90.32,36.82,872.52,14323.55
2025-01-03,76769.0,77079.0,86907.0,87167.0,2644.6,2646.3,29.41,2669.0,29.9,184260.0,20590.0,109.39,4.559,6.789,85.94,1.0333,77000.0,77810.0,76965.0,77717.0,6807.0,12883.0,88234.0,89330.0,88150.0,89173.0,12660.0,32968.0,85.94,89.26,36.5,872.52,14375.97
